index      leisure_couadditional_price_doc  
        791          4          3    5640000
        797          0          3    6300000
        803          0          3    6200000
        809          9          1   11000000
        815          0          1    1300000
        821          0          4    5100000
        827          7          5    6500000
        839          1          1    2285500
        845          0          1    5650000
        851          1          4    4900000
        857          0          3    5850000
        863          0          3    5300000
        875          0          2    9000000
        881          0          1    6500000
        887          2          1    4650000
        893          3          1   10500000
        899          0          2    6518719
        905          5          4    8100000
        911          1          8    5000000
        917          0          3    5600000
        923          0          4    9500000
        929         20         16    4900000
        935          0          2     990000
        941          0          2    9000000
        947          4          1    6250000
        953          0          4    5250000
        959          0         16    7200000
        965          1          4    1000000
        971          0          2    9800000
        977          0          6    5500000
        983          3          4    7350000
        989          3          1     990000
        995          0          2    9356400
       1001          0          3    5300000
       1007          5          1    6100000
       1013          0          2    2000000
       1019          0          0    6523800
       1025          0          3    5200000
       1031          1          4    6400000
       1037          1          3    5500000
       1043          1          3    5100000
       1049          3          1    5600000
       1055          1          3   11000000
       1061          0          1    5700000
       1067          1          0    4750000
       1073          4          3    8900000
       1079          0          0    2000000
       1085          0          4    3000000
       1091          0          5    4600000
       1097          0          1    1200000
       1103          1          2     995000
       1109          1          3     990000
       1115          0          1    5700000
       1121          0          1    4250000
       1127          1          0    5350000
       1133          0          2    8400000
       1139          0          0    4900000
       1145          1          3    6300000
       1157          0          2    2000000
       1163          0          3    5500000
       1175          0          4    5500000
       1187          0          2    5300000
       1193          0          1    9150000
       1199          0          3    3166666
       1205          0          1   10600000
       1211          0          3    7500000
       1217          0          2    2000000
       1223          1          4    8500000
       1229          2          5    3600000
       1235          1          8    5650000
       1241          0          4    7800000
       1247          0          1    5500000
       1253          0          2   11500000
       1259          0          4     919584
       1265          1          2    3900000
       1271          0          2    3000000
       1277          0          6    5950000
       1283          1          0    4600000
       1295          0          2    9200000
       1301          0          1    1000000
       1307          0          1    7750000
       1313          0          3    7000000
       1319          0          3    5090000
       1325          0          0    5600000
       1343          0          6    2000000
       1349          1          0    7300000
       1355          1          2    5333333
       1361          1          3    4300000
       1367          0          1    5900000
       1373          1          1    8500000
       1385          0          2    4500000
       1391          1          5    6000000
       1397          0          3    4500000
       1403          0          5    6500000
       1409         22          2    9200000
       1415          0          2   11600000
       1421          0          5    1500000
       1427          1          3    5800000
       1433          1          2   11454000
       1439          0          2    6400000
       1445          0          3    6900000
       1451          0          2    6300000
       1457          0          3    8150000
       1463          0          2    9650000
       1469          1          0    7200000
       1475          0          2    6600000
       1481          0          4    5700000
       1487          0          0    6750000
       1493          1          2    5200000
       1499          0         11    7450000
       1505          1          5    7700000
       1511          1          3    6450000
       1517         20         16    6600000
       1523          2          1   11000000
       1529          0          2    1500000
       1541          0          1    5250000
       1547          0          5    7750000
       1553          0          2   10000000
       1559          1          3    4900000
       1565          0         16    8100000
       1571          1          3    5200000
       1577          1          8    5490000
       1583          8          2    4387129
       1589          0          3    3900000
       1595          0          3    5700000
       1601          1          4    7533333
       1607          3          0    8500000
       1613          1          2    6950000
       1619          0          3    7800000
       1625          0          2    4600000
       1631          0          5    6950000
       1637          0          3    1000000
       1643          0          2    4900000
       1655          2          1   10800000
       1661          0          2    6900000
       1667          0          2   10300000
       1673          0          3    5700000
       1679          0          8    1000000
       1685          0          2    7650000
       1691          0          3    6400000
       1703          0          3    6515154
       1709          0          4    8500000
       1715          0          2    5200000
       1721          1          1    8000000
       1727          0          4    6950000
       1733          0          2   10750000
       1745          0          5    8900000
       1751          2          3    8350000
       1757          1          1    6700000
       1763          0          2    8700000
       1769          0          2    8450000
       1775          1          4    4950000
       1781          7          6    7100000
       1787          0          2    1000000
       1793          4          1    5500000
       1799          0          2    6600000
       1805          0          3    4000000
       1811          0          2    1000000
       1817          0          3    3900000
       1823          1          2    6400000
       1829          0          5    7100000
       1835          1          4    1100000
       1841          0          4    1500000
       1847          0          4    4280000
       1853          0          3    5050000
       1865          0          7    9100000
       1871          1          0    2000000
       1877          0          0    4800000
       1883          0          5    5950000
       1889          1          2    6095200
       1895          0          2    5500000
       1907          1          3    9500000
       1919          0          2    3950000
       1925          1          5    7500000
       1931          1          2   11172000
       1937          1          4    6700000
       1949          0          1    8600000
       1955          0          2    1200000
       1961          1          3    1000000
       1967          0          1    5100000
       1973          0          3    5700000
       1979          1          3    5350000
       1991          0          1    7400000
       1997          0          4    7400000
       2003          0          2    6000000
       2009          0          3    5770000
       2015          0          3    1500000
       2027          0          4    4081770
       2033          0          3   11138400
       2039          1          4    5200000
       2045          0          1    1000000
       2051          0          0    1990000
       2057          2          1    5500000
       2063          0          3     990000
       2069          0          3    6831825
       2075          1          3    2850000
       2081          1          2   10507250
       2087          0          2    8900000
       2093          3          3    8100000
       2099          0          2    1000000
       2111          0          2    7300000
       2117          0          2    1000000
       2129          0          4    6150000
       2135          0          2    5100000
       2141          1          0    9000000
       2147          0          0    6200000
       2153          0          0    4200000
       2159          0          3    5650000
       2165          1          0    1000000
       2177          2          5    7500000
       2183          0          3     990000
       2195          1          2    7017500
       2201          0          3    7700000
       2207          0          6    7850000
       2213          5          4    7000000
       2219          1          2    8000000
       2225          0          1    5750000
       2231          0          3    8000000
       2237          4          3    7400000
       2243          0          1    6400000
       2249          1          2    8794500
       2255          0          3    3600000
       2261          1          3    4750000
       2273          0          2    7350000
       2279          0          3    5500000
       2285          0          1    4800000
       2291          0          6    1000000
       2297          0          0    6150000
       2303          0          3   10600000
       2309          0          2    6100000
       2315          0          0    8800000
       2321          0          4    7550000
       2327          1          1    3400000
       2333          0          0    1000000
       2339          0          2    6200000
       2357          0          2    8100000
       2363          0          3    5500000
       2369          0          3    5900000
       2375          0          5    5500000
       2381          0          2   10350000
       2387          1          4    1276650
       2393          0          7    8100000
       2399          0          7    7800000
       2405          0          3    6700000
       2411          1          0    9000000
       2423          0          4    5700000
       2429          0          3    8500000
       2435          1         10    8550000
       2441          2          0    5450000
       2447          4          1    5550000
       2459          0          2    9000000
       2465          0          3    8940267
       2477          0          4    5500000
       2483          0          6   10600000
       2489          0          1    5500000
       2495          2         11     990000
       2501          0          2    7000000
       2507          2          0    9600000
       2513          0          3    2000000
       2519          0          0    7000000
       2525          0          2    5000000
       2537          0          3    8000000
       2543          0          8    6200000
       2549          0         16    6050000
       2555         20         16    6800000
       2567          0          3    6900000
       2573          1          3    7000000
       2585          0          3    5705126
       2591          0          1    3000000
       2597          0          4    6700000
       2603          1          1   10900000
       2609          0          2    2500000
       2615          6          3    9750000
       2621          0          3    5300000
       2627          0          2    2100000
       2633          1          4    6000000
       2645          0          2    4900000
       2651          2          6    8000000
       2657          3          6    6900000
       2663          0          8    3000000
       2669          0          1    8500000
       2675          0          2    5250000
       2681          0          2    5750000
       2687          0          8    4750000
       2693          0          2    6350000
       2699          0          1    6500000
       2705          0          5    6550000
       2711          0          2    4680000
       2717          1          4    5500000
       2723          0          5    6800000
       2729          1          0    5000000
       2735          0          0    6700000
       2741          0          2    6900000
       2747          1          3    2910000
       2753          0          4    5973503
       2759          0          3    5600000
       2765          0          6    8900000
       2771          1          3    5250000
       2783          0          0    3000000
       2789          0          2    6500000
       2795          0          6    6200000
       2801          1          4    3000000
       2813          0          3    5150000
       2819          0          3    2800000
       2825          0          2   11700000
       2831          1          0    5000000
       2837          5          1    6518382
       2843          0          3    1000000
       2849          1          2    2600000
       2855          0         16    6000000
       2861          0          3    4850000
       2867          0          4    5350000
       2873          0          3    6900000
       2879          4          1    5700000
       2885          0         16    1990000
       2891          1          4    3500000
       2897          0          2    3065553
       2903          0          4    3527502
       2909          0          1    4950000
       2915          1          1    7300000
       2921          0          0    6800000
       2927          0          2   10200000
       2933          0          2    7250000
       2939          0          3    7700000
       2945          0         16    6400000
       2957          0          6    6700000
       2963          6          3    8200000
       2969          0          3    7000000
       2975          0          2    1000000
       2981          1          1    8900000
       2987          0          2    6600000
       2993          1          1    4780000
       2999          0          4     550637
       3005          0          5    8700000
       3011          1          8    6050000
       3017          0          0     990000
       3023          0          3    6350000
       3029          0          1    8500000
       3035          0          3    3377346
       3047          1          4    6150000
       3053          1          4    4000000
       3059          0          2    6800000
       3065          1          0    2000000
       3071          1          5    9800000
       3077          0          0   11400000
       3083          0          6   11677710
       3089          0          2    4944000
       3095          0          4    6100000
       3101          0          3    4000000
       3107          0          1    8300000
       3113          1          3    7900000
       3119          0          4     917000
       3125          0          1    9100000
       3131          1          5    1000000
       3137          0          1    4550000
       3143          0          1    8500000
       3149          1          3    2000000
       3155          0          3    5900000
       3161          0          3    4645709
       3167          0          2    5278127
       3173          0          2    6270000
       3179          0          2    7000000
       3185          0          1    8000000
       3191          0          2    4700000
       3197          0          3    1000000
       3203          0          1    6400000
       3209          1          3    4995000
       3215          0          7    4000000
       3221          0          2    4400000
       3227          0          3    9000000
       3239          1          3    2716000
       3245          2          6    5500000
       3251          2          2    4800000
       3257          0          0    4604600
       3263          4          0    5000000
       3269          0          2    4738811
       3275          0          0    3784800
       3281          0          2    3274574
       3287          0          0    6734800
       3293          0          0    4455100
       3299         20         16    3329735
       3305          0          0    3809700
       3311          1          4    7800000
       3317          0          0    5852000
       3323          0          3    1000000
       3329          1          3   11491200
       3335          0          2    3000000
       3341          1          3    5750000
       3347          1          3    2716000
       3353          0          2    5000000
       3359          0          5    1300000
       3365          1          0    6750000
       3371          0          3    5763488
       3377          2          5    6900000
       3383          0          0    3126200
       3389          0          3   10000000
       3395         20         16    5899500
       3407          0          1    8150000
       3413          0          0    3486000
       3419          0          2    3965223
       3425          0          4    1438647
       3431          1          4    1000000
       3437          0          0    3818000
       3443          0         16    7500000
       3449          1          1    9500000
       3455          0          2    5363176
       3461          0          0    3321161
       3467          0          2    5037604
       3473          1          4    7200000
       3485          0         10    6600000
       3491          0          2    6801186
       3497          0          2   10176063
       3509          0          2    1000000
       3515          1          1    5300000
       3521          0          0    5483719
       3527          4          6    6400000
       3533          0          5    9800000
       3539          0          3    4499520
       3545          0          2    5298170
       3551          0          2    5817106
       3557          0          2    3912000
       3563          0          3    5250000
       3569          0          1    4650000
       3575          0          0    3327912
       3581          0          3    4100000
       3587          0          0    4335100
       3593          0          4    3857700
       3599          1          2   10420683
       3605          0          3    3600000
       3611          0          3    7063179
       3623          0          0    3880225
       3629          0          2    6000000
       3635          0          6    2050000
       3641          0          2    5974637
       3647          0          4    6160000
       3653          0          2    6400000
       3659          0          0    6870400
       3665          0          2    3745266
       3671          0         16    6200000
       3677          1          1    7450000
       3683          0          2    4878120
       3689          0          5    5100000
       3695          7          2    7600000
       3701          0          2    6900000
       3707          0          0    7434966
       3713          0          2   10756800
       3719          0          5    6100000
       3725          0          4    3899400
       3731          0         16    6700000
       3737          0          0    5289900
       3743          1          3     990000
       3749          0          3    3665587
       3755          0          0    3477700
       3761          0          0    4506800
       3767          0          2    3810125
       3773          0          0    5852000
       3779          0          0    5600000
       3785          3          2    7750000
       3791          2          2    6800000
       3797          0          2    7500000
       3803          0          2    4813120
       3809          0          6    5922450
       3815         20         16    6187115
       3827          0          6    7943000
       3833          0          2    4921152
       3839          0          0    5770800
       3845          1          2    3200000
       3851          0          0    3321161
       3857          0          1    5900000
       3863          0          0    4437750
       3869          0          1    6650000
       3875          0          0    5667750
       3881          0          3    6868818
       3887          0          0    5770800
       3893          0          0    6457416
       3899          0          4    4300000
       3905          0          0    4995670
       3911          1          4    2500000
       3917          4          1    4000000
       3923          0          5    4850000
       3929          0          0    4250650
       3935          1          3    2910000
       3947          0          0    7434966
       3953          1          1    4600000
       3959          0          0    5280000
       3965          0          2   10933000
       3971          0          0    4506800
       3977          0          0     950000
       3983          0          2    6213387
       3989          0          2    8100000
       3995          0          1    7632900
       4001          0          4    4058450
       4007          0          3    5725843
       4013          0          2    3274574
       4019          0          4    4859800
       4025          0          1    5850000
       4031          0          3    4251940
       4037          0          0    6080000
       4043          1          3    8369200
       4049          0          0    3510900
       4055          0          0    5686796
       4061          1          3    3939816
       4067          0          0    6300400
       4073          0          4    5610900
       4079          0          1    4323272
       4085          0          1    5150000
       4091          1          0    5200000
       4097          0          0    3501127
       4109          1          3    5600000
       4115          0          4    5360220
       4121          0          2    5700000
       4127          0          2    3362876
       4133          0          0    5233147
       4139          1          2    6600000
       4145          1          3    1000000
       4151          0          2    5510516
       4163          0          2    6150000
       4169          0          2    3488791
       4175          0          2    5888000
       4181          1          3    2910000
       4187          0          3    6300000
       4193          0          0    6457416
       4199          0          1    4110024
       4205          0          3    4944510
       4211          0          0    4562601
       4217          0          0    5852000
       4223          0          0    3936450
       4229          0          1    5935050
       4235          0          2    3274574
       4241          0          0    4008900
       4247          1          2    4800000
       4253          0          2    6200000
       4265          0          0    3213000
       4271          0          6    5000000
       4277          0          1    8500000
       4283          0          3    4800000
       4289          0          2    3830500
       4295          0          4    6500000
       4301          0          3    5125000
       4307          0          0    4025500
       4313          1          2    7352800
       4319          2          0     990000
       4325          0          2    3912000
       4331         20         16    4731352
       4337         20         16    4755317
       4343          0          3    5946640
       4349          1          0    4900000
       4355          0          2   10176063
       4361          0          2    9700000
       4367          0          4    2000000
       4373          0          0    5213933
       4379          2          5    5700000
       4385          0          0    4787177
       4391          0          0    8500000
       4397          1          4    6000000
       4409          0          2    5090800
       4415          0          0    4687997
       4421          0          2    8500000
       4427          0          2    6331792
       4433          0          6    6361150
       4439          0          2    4162846
       4445          1          3   11307200
       4451          0          0    3317827
       4457          0          0    6688000
       4463          0          2    5153050
       4469          0          3    1544000
       4475          0          2    3946975
       4481         20         16    5642192
       4487          0          6    7844850
       4493          0          6    5700000
       4499          0          3    4122377
       4505          0          0    4433400
       4511          0          2    3274574
       4517          1          4    1200000
       4523          1          0    4178300
       4535          0          1    7400000
       4547          0          3    6096003
       4553          0          0    4681200
       4565          0          3    4604493
       4571          5          0    4900000
       4577          0          1    4867623
       4583          0          2    7200000
       4589          0          0    3150400
       4595          0          2    4975100
       4601          0          0    5646643
       4607          0          0    3663000
       4613          0          3    4383700
       4619          0          0    4146989
       4625          0          0    6627200
       4631          0          2    6519795
       4637          0          3    3609794
       4643          0          0    4226700
       4661          0          3    6300000
       4667          1          3    2910000
       4673          0          4    4994650
       4679          0          1    5724600
       4685          0          2    3274574
       4691          0          2    3274574
       4697          0          1    3024938
       4703          0          0    6070000
       4709          0          1    4465176
       4715          0          0    4380000
       4721          0          0   10225500
       4727          0          2    8150000
       4733          0          6    8150000
       4739          0          2    3912000
       4745          0          1    3300000
       4751          0          4    5433900
       4757          0          2   11451200
       4763          1          2   10294200
       4769          0          3    3513340
       4775          0          5    7550000
       4781          0          0    6457416
       4793          1          1    5800000
       4799          0          5    8800000
       4805          0          0    5213933
       4811          0          3    2937650
       4817          0          2    3946975
       4823          1          3   10600000
       4829          0          3    7400000
       4835          1          2    7950000
       4841          0          3    1200000
       4847          0          3    3624072
       4853          0          4    4000000
       4859          0          3    8300000
       4865          0          3    4054642
       4871          0          0    6127000
       4877          0          0    5852000
       4883          0          2    6150000
       4889          0          0    5443900
       4895          0          2    4189992
       4901          0          1    4216648
       4907          0          6   10742368
       4913          0          4    5980000
       4919          0          2    6548093
       4925          0          0    3286322
       4931          1          4    4555954
       4937          0          4    5415480
       4943          0          0    3309600
       4949          0          2    6188280
       4955          0          0    4623843
       4961          0          3    1000000
       4967          2          2    5800000
       4973          0          1    7300000
       4979          0          0    3287977
       4991          0          4    5600000
       4997          0          0    3474660
       5003          0          2    3912000
       5009          0          4    1000000
       5015         20         16    3912000
       5021          0          0    4566100
       5027          0          3    6650000
       5033          1          4    5750000
       5039          0          0    4185987
       5045          0          0    4335100
       5051          0         16   10250000
       5057          0          0     990000
       5069          0          0    5298657
       5081          1          4    6912200
       5087          0          0    5668090
       5093          0          2    5444036
       5099          0          3    3000000
       5105          0          1    6000000
       5111          0          1    4216648
       5117          0          3    7500000
       5123          0          0    4008900
       5129          0          0    4140682
       5135          1          8    6000000
       5141          0          0    5814000
       5147          0          3    7000000
       5153          0          3    2920500
       5159          0         16    8700000
       5165          0          3    4142480
       5171          0          3    7371028
       5177          0          3    6230000
       5183          0          0    4473000
       5189          0          0    3348000
       5195          0          0    4194350
       5207          1         16    7200000
       5213          0          4    8000000
       5219          1          0    6300000
       5225          0          0    5642611
       5231          0          2    4941720
       5237          0          0    5622154
       5243          1          0    4650000
       5249          0          2    4075000
       5255          0          1    5450000
       5261          0         16    8200000
       5267          1          4    7000000
       5273          0          4    2000000
       5279          0          0    4194350
       5285          0          0    3372645
       5291          0          2    3850875
       5297          0          1    6992000
       5303          1         11    5800000
       5309          0          2    3825624
       5315          0          3    1000000
       5321          0          0    4122568
       5327          0          5    6250000
       5333          0          2    4975100
       5339          0          2    5800000
       5345          0          4    4004000
       5351          3          3    6000000
       5357          0          0    5890500
       5363          0          2    3968310
       5369          0          4    5240010
       5375          0          2    1000000
       5381          1          4    4806895
       5387          0          5    8300000
       5393          0          1    4323272
       5399          0          0    4582215
       5405          0          0    3326240
       5411          0          0    5516870
       5417          0          0    6240910
       5423          0          6    8500000
       5429          0          3    5347314
       5435          0          3    3763120
       5447          0          4    3221886
       5453          5          3    8800000
       5459          0          2    4975100
       5465          0          6    4936328
       5471          0          0    3347400
       5477          0          2    2000000
       5483          0          0    5705935
       5495          0          0    4846393
       5501          1          4    8700000
       5507          0          3    8500000
       5513          0          6   10386857
       5519         20         16    3347400
       5525          0          3    3918981
       5531          1         16    6000000
       5537          0          0    5628201
       5543          0          5    8170000
       5549          0          4    5541804
       5555          0          0    3417400
       5561         20         16    3588280
       5567          0          0    3355000
       5573          0          2    4975100
       5579          0          1    4744917
       5585          0          2    2000000
       5591          1          0    8122400
       5597          0          1    3059062
       5603          0          4    5553840
       5609          1          0    5100000
       5615          0          4    3270139
       5621          0          1    3059062
       5627         20         16    3406880
       5633          0          1    4296616
       5639          1          5    7000000
       5645          2          1    6500000
       5651          0          0    7500000
       5657          0          0    4112800
       5663          0          4    6415200
       5669          1          3    7350000
       5675          0          0    3463160
       5681          0          0    3397040
       5693          1          2    6192076
       5699          0          5    7000000
       5705          0          0    4249600
       5711          4          2   11000000
       5717          0         16    6400000
       5723          0          4    5526000
       5729          1          1    4800000
       5735          1          0    5200000
       5741          0          0    5650000
       5747          1          3    3298000
       5753          0          6   11000000
       5759          1          3    6300000
       5765          0          2    2859202
       5771          0          4    5419778
       5783          0          3    6491965
       5789          1          0    5600000
       5795         20         16   10800000
       5801          2          1    1000000
       5807          1          0    1000000
       5813          4          1    6900000
       5819          0          3    4950873
       5825          0          4    4964751
       5831          0          2   10100000
       5843          0          2    5100000
       5849          0          1    1000000
       5855          0          1    4323272
       5861          1          0    7000000
       5867          0          0    2022807
       5873          1          3    8200000
       5879          0          4    5750000
       5885         16          1    6500000
       5891          1          0    5670000
       5897          0          0    4172359
       5903          0          4    6376392
       5909          0          2    2000000
       5915          0         11    8350000
       5921          0          3    9300000
       5927          0          0    2457198
       5933          1          1    7500000
       5939          1          1    5000000
       5945          0          3    6000000
       5951          0          3   10750000
       5957          0          2    6400000
       5963          0          0    4554240
       5969          0          0    5826961
       5975          4          1    7250000
       5981          0          0    3917760
       5987          0          0    4078880
       5993          1          5    6500000
       6005          0          0    4820385
       6011          1          2   11147240
       6017          0          2    3000000
       6023          0          3    5777460
       6029          2          0    6726840
       6035          0          7    8200000
       6041          0          4    5649280
       6047          1          1    6500000
       6053          0         16    6000000
       6059          2          1    9300000
       6065          1          0    5500000
       6071          0          4    4964751
       6083          0          0    3286590
       6089          0          0   11000000
       6095          0          3    4550000
       6101          0          3    3748894
       6107          0          3    6649400
       6113          0          2    4023200
       6119          0          4    4074000
       6125          4          1    7600000
       6131          0          4    3921225
       6137          0          1    5400000
       6143          0          0    5430300
       6149          1          4    9785000
       6155          0          0    4162560
       6161          0          2    3770000
       6167          0          3    6459896
       6173          0          3    7400000
       6179          0          2    5412360
       6185          1          2    6691500
       6191          0          0    2686600
       6197          0          5    8600000
       6203          1          4    9000000
       6209          0          1    7600000
       6215          0          4    4074000
       6221          0          0    6033152
       6227          0          2    5429440
       6233          0          3    6500000
       6239          0          2    7200000
       6245         20         16    5826961
       6251          0          2    5313920
       6257          1          3    6200000
       6263          0          0    5800000
       6269          0          4    6004150
       6275          0          0    4698500
       6281          0          1    7488000
       6287          0          0    5601840
       6293          0          6    8124773
       6299          0          5    4950000
       6305          0          0    5850000
       6311          0          0    5397700
       6323          1          4    5100000
       6329          0          0    4420665
       6335          0          2    4238000
       6341          0          2    3993500
       6347          0          4    5657816
       6353          4          1    7700000
       6359          0          0    5905900
       6365          0          2    6750000
       6371          0          0    1998455
       6377          0          6    7874023
       6383          0          2    4644502
       6389          8          1    8000000
       6395          0          1    5085000
       6401          0          3    8650000
       6407          1          3    5450000
       6413          0          3    3000000
       6419          0          0    4600320
       6425          0          0    6837600
